".scenario.id",".at","prevpos.retest.start","second.genps.start","part.index.prob","part.ppindex.prob","part.ident.main.prob","part.ident.casl.prob","part.ident.ooff.prob","part.hiv.test.rate_1","part.hiv.test.rate_2","part.hiv.test.rate_3","part.prep.start.prob_1","part.prep.start.prob_2","part.prep.start.prob_3","part.tx.init.rate_1","part.tx.init.rate_2","part.tx.init.rate_3","part.tx.reinit.rate_1","part.tx.reinit.rate_2","part.tx.reinit.rate_3"
"d001_0_0_base",3901,3901,3901,0,0,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d002_0.071_0_base",3901,3901,3901,0.071,0.071,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d003_0.143_0_base",3901,3901,3901,0.143,0.143,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d004_0.214_0_base",3901,3901,3901,0.214,0.214,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d005_0.286_0_base",3901,3901,3901,0.286,0.286,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d006_0.357_0_base",3901,3901,3901,0.357,0.357,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d007_0.429_0_base",3901,3901,3901,0.429,0.429,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d008_0.5_0_base",3901,3901,3901,0.5,0.5,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d009_0.571_0_base",3901,3901,3901,0.571,0.571,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d010_0.643_0_base",3901,3901,3901,0.643,0.643,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d011_0.714_0_base",3901,3901,3901,0.714,0.714,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d012_0.786_0_base",3901,3901,3901,0.786,0.786,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d013_0.857_0_base",3901,3901,3901,0.857,0.857,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d014_0.929_0_base",3901,3901,3901,0.929,0.929,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d015_1_0_base",3901,3901,3901,1,1,0,0,0,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d016_0_0.071_base",3901,3901,3901,0,0,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d017_0.071_0.071_base",3901,3901,3901,0.071,0.071,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d018_0.143_0.071_base",3901,3901,3901,0.143,0.143,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d019_0.214_0.071_base",3901,3901,3901,0.214,0.214,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d020_0.286_0.071_base",3901,3901,3901,0.286,0.286,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d021_0.357_0.071_base",3901,3901,3901,0.357,0.357,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d022_0.429_0.071_base",3901,3901,3901,0.429,0.429,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d023_0.5_0.071_base",3901,3901,3901,0.5,0.5,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d024_0.571_0.071_base",3901,3901,3901,0.571,0.571,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d025_0.643_0.071_base",3901,3901,3901,0.643,0.643,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d026_0.714_0.071_base",3901,3901,3901,0.714,0.714,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d027_0.786_0.071_base",3901,3901,3901,0.786,0.786,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d028_0.857_0.071_base",3901,3901,3901,0.857,0.857,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d029_0.929_0.071_base",3901,3901,3901,0.929,0.929,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d030_1_0.071_base",3901,3901,3901,1,1,0.071,0.071,0.071,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d031_0_0.143_base",3901,3901,3901,0,0,0.143,0.143,0.143,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d032_0.071_0.143_base",3901,3901,3901,0.071,0.071,0.143,0.143,0.143,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"d033_0.143_0.143_base",3901,3901,3901,0.143,0.143,0.143,0.143,0.143,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
