".scenario.id",".at","prevpos.retest.start","second.genps.start","part.index.prob","part.ppindex.prob","scenarioid_1","scenarioid_2","scenarioid_3","scenarioid_4","part.ident.main.prob","part.ident.casl.prob","part.ident.ooff.prob","part.hiv.test.rate_1","part.hiv.test.rate_2","part.hiv.test.rate_3","part.prep.start.prob_1","part.prep.start.prob_2","part.prep.start.prob_3","part.tx.init.rate_1","part.tx.init.rate_2","part.tx.init.rate_3","part.tx.reinit.rate_1","part.tx.reinit.rate_2","part.tx.reinit.rate_3"
"c129_0.1_0.3_base",0,Inf,3901,0.1,0.3,"129","0.1","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c130_0.15_0.3_base",0,Inf,3901,0.15,0.3,"130","0.15","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c131_0.2_0.3_base",0,Inf,3901,0.2,0.3,"131","0.2","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c132_0.25_0.3_base",0,Inf,3901,0.25,0.3,"132","0.25","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c133_0.3_0.3_base",0,Inf,3901,0.3,0.3,"133","0.3","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c134_0.35_0.3_base",0,Inf,3901,0.35,0.3,"134","0.35","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c135_0.4_0.3_base",0,Inf,3901,0.4,0.3,"135","0.4","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c136_0.45_0.3_base",0,Inf,3901,0.45,0.3,"136","0.45","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c137_0.5_0.3_base",0,Inf,3901,0.5,0.3,"137","0.5","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c138_0.55_0.3_base",0,Inf,3901,0.55,0.3,"138","0.55","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c139_0.6_0.3_base",0,Inf,3901,0.6,0.3,"139","0.6","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c140_0.65_0.3_base",0,Inf,3901,0.65,0.3,"140","0.65","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c141_0.7_0.3_base",0,Inf,3901,0.7,0.3,"141","0.7","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c142_0.75_0.3_base",0,Inf,3901,0.75,0.3,"142","0.75","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c143_0.8_0.3_base",0,Inf,3901,0.8,0.3,"143","0.8","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c144_0.85_0.3_base",0,Inf,3901,0.85,0.3,"144","0.85","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c145_0.9_0.3_base",0,Inf,3901,0.9,0.3,"145","0.9","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c146_0.95_0.3_base",0,Inf,3901,0.95,0.3,"146","0.95","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c147_1_0.3_base",0,Inf,3901,1,0.3,"147","1","0.3","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c148_0_0.35_base",0,Inf,3901,0,0.35,"148","0","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c149_0.05_0.35_base",0,Inf,3901,0.05,0.35,"149","0.05","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c150_0.1_0.35_base",0,Inf,3901,0.1,0.35,"150","0.1","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c151_0.15_0.35_base",0,Inf,3901,0.15,0.35,"151","0.15","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c152_0.2_0.35_base",0,Inf,3901,0.2,0.35,"152","0.2","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c153_0.25_0.35_base",0,Inf,3901,0.25,0.35,"153","0.25","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c154_0.3_0.35_base",0,Inf,3901,0.3,0.35,"154","0.3","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c155_0.35_0.35_base",0,Inf,3901,0.35,0.35,"155","0.35","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c156_0.4_0.35_base",0,Inf,3901,0.4,0.35,"156","0.4","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c157_0.45_0.35_base",0,Inf,3901,0.45,0.35,"157","0.45","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c158_0.5_0.35_base",0,Inf,3901,0.5,0.35,"158","0.5","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c159_0.55_0.35_base",0,Inf,3901,0.55,0.35,"159","0.55","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c160_0.6_0.35_base",0,Inf,3901,0.6,0.35,"160","0.6","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c161_0.65_0.35_base",0,Inf,3901,0.65,0.35,"161","0.65","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c162_0.7_0.35_base",0,Inf,3901,0.7,0.35,"162","0.7","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c163_0.75_0.35_base",0,Inf,3901,0.75,0.35,"163","0.75","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c164_0.8_0.35_base",0,Inf,3901,0.8,0.35,"164","0.8","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c165_0.85_0.35_base",0,Inf,3901,0.85,0.35,"165","0.85","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c166_0.9_0.35_base",0,Inf,3901,0.9,0.35,"166","0.9","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c167_0.95_0.35_base",0,Inf,3901,0.95,0.35,"167","0.95","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c168_1_0.35_base",0,Inf,3901,1,0.35,"168","1","0.35","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c169_0_0.4_base",0,Inf,3901,0,0.4,"169","0","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c170_0.05_0.4_base",0,Inf,3901,0.05,0.4,"170","0.05","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c171_0.1_0.4_base",0,Inf,3901,0.1,0.4,"171","0.1","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c172_0.15_0.4_base",0,Inf,3901,0.15,0.4,"172","0.15","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c173_0.2_0.4_base",0,Inf,3901,0.2,0.4,"173","0.2","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c174_0.25_0.4_base",0,Inf,3901,0.25,0.4,"174","0.25","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c175_0.3_0.4_base",0,Inf,3901,0.3,0.4,"175","0.3","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c176_0.35_0.4_base",0,Inf,3901,0.35,0.4,"176","0.35","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c177_0.4_0.4_base",0,Inf,3901,0.4,0.4,"177","0.4","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c178_0.45_0.4_base",0,Inf,3901,0.45,0.4,"178","0.45","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c179_0.5_0.4_base",0,Inf,3901,0.5,0.4,"179","0.5","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c180_0.55_0.4_base",0,Inf,3901,0.55,0.4,"180","0.55","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c181_0.6_0.4_base",0,Inf,3901,0.6,0.4,"181","0.6","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c182_0.65_0.4_base",0,Inf,3901,0.65,0.4,"182","0.65","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c183_0.7_0.4_base",0,Inf,3901,0.7,0.4,"183","0.7","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c184_0.75_0.4_base",0,Inf,3901,0.75,0.4,"184","0.75","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c185_0.8_0.4_base",0,Inf,3901,0.8,0.4,"185","0.8","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c186_0.85_0.4_base",0,Inf,3901,0.85,0.4,"186","0.85","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c187_0.9_0.4_base",0,Inf,3901,0.9,0.4,"187","0.9","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c188_0.95_0.4_base",0,Inf,3901,0.95,0.4,"188","0.95","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c189_1_0.4_base",0,Inf,3901,1,0.4,"189","1","0.4","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c190_0_0.45_base",0,Inf,3901,0,0.45,"190","0","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c191_0.05_0.45_base",0,Inf,3901,0.05,0.45,"191","0.05","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c192_0.1_0.45_base",0,Inf,3901,0.1,0.45,"192","0.1","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c193_0.15_0.45_base",0,Inf,3901,0.15,0.45,"193","0.15","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c194_0.2_0.45_base",0,Inf,3901,0.2,0.45,"194","0.2","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c195_0.25_0.45_base",0,Inf,3901,0.25,0.45,"195","0.25","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c196_0.3_0.45_base",0,Inf,3901,0.3,0.45,"196","0.3","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c197_0.35_0.45_base",0,Inf,3901,0.35,0.45,"197","0.35","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c198_0.4_0.45_base",0,Inf,3901,0.4,0.45,"198","0.4","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c199_0.45_0.45_base",0,Inf,3901,0.45,0.45,"199","0.45","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c200_0.5_0.45_base",0,Inf,3901,0.5,0.45,"200","0.5","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c201_0.55_0.45_base",0,Inf,3901,0.55,0.45,"201","0.55","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c202_0.6_0.45_base",0,Inf,3901,0.6,0.45,"202","0.6","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c203_0.65_0.45_base",0,Inf,3901,0.65,0.45,"203","0.65","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c204_0.7_0.45_base",0,Inf,3901,0.7,0.45,"204","0.7","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c205_0.75_0.45_base",0,Inf,3901,0.75,0.45,"205","0.75","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c206_0.8_0.45_base",0,Inf,3901,0.8,0.45,"206","0.8","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c207_0.85_0.45_base",0,Inf,3901,0.85,0.45,"207","0.85","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c208_0.9_0.45_base",0,Inf,3901,0.9,0.45,"208","0.9","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c209_0.95_0.45_base",0,Inf,3901,0.95,0.45,"209","0.95","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c210_1_0.45_base",0,Inf,3901,1,0.45,"210","1","0.45","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c211_0_0.5_base",0,Inf,3901,0,0.5,"211","0","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c212_0.05_0.5_base",0,Inf,3901,0.05,0.5,"212","0.05","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c213_0.1_0.5_base",0,Inf,3901,0.1,0.5,"213","0.1","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c214_0.15_0.5_base",0,Inf,3901,0.15,0.5,"214","0.15","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c215_0.2_0.5_base",0,Inf,3901,0.2,0.5,"215","0.2","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c216_0.25_0.5_base",0,Inf,3901,0.25,0.5,"216","0.25","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c217_0.3_0.5_base",0,Inf,3901,0.3,0.5,"217","0.3","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c218_0.35_0.5_base",0,Inf,3901,0.35,0.5,"218","0.35","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c219_0.4_0.5_base",0,Inf,3901,0.4,0.5,"219","0.4","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c220_0.45_0.5_base",0,Inf,3901,0.45,0.5,"220","0.45","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c221_0.5_0.5_base",0,Inf,3901,0.5,0.5,"221","0.5","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c222_0.55_0.5_base",0,Inf,3901,0.55,0.5,"222","0.55","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c223_0.6_0.5_base",0,Inf,3901,0.6,0.5,"223","0.6","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c224_0.65_0.5_base",0,Inf,3901,0.65,0.5,"224","0.65","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c225_0.7_0.5_base",0,Inf,3901,0.7,0.5,"225","0.7","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c226_0.75_0.5_base",0,Inf,3901,0.75,0.5,"226","0.75","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c227_0.8_0.5_base",0,Inf,3901,0.8,0.5,"227","0.8","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c228_0.85_0.5_base",0,Inf,3901,0.85,0.5,"228","0.85","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c229_0.9_0.5_base",0,Inf,3901,0.9,0.5,"229","0.9","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c230_0.95_0.5_base",0,Inf,3901,0.95,0.5,"230","0.95","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c231_1_0.5_base",0,Inf,3901,1,0.5,"231","1","0.5","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c232_0_0.55_base",0,Inf,3901,0,0.55,"232","0","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c233_0.05_0.55_base",0,Inf,3901,0.05,0.55,"233","0.05","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c234_0.1_0.55_base",0,Inf,3901,0.1,0.55,"234","0.1","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c235_0.15_0.55_base",0,Inf,3901,0.15,0.55,"235","0.15","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c236_0.2_0.55_base",0,Inf,3901,0.2,0.55,"236","0.2","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c237_0.25_0.55_base",0,Inf,3901,0.25,0.55,"237","0.25","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c238_0.3_0.55_base",0,Inf,3901,0.3,0.55,"238","0.3","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c239_0.35_0.55_base",0,Inf,3901,0.35,0.55,"239","0.35","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c240_0.4_0.55_base",0,Inf,3901,0.4,0.55,"240","0.4","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c241_0.45_0.55_base",0,Inf,3901,0.45,0.55,"241","0.45","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c242_0.5_0.55_base",0,Inf,3901,0.5,0.55,"242","0.5","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c243_0.55_0.55_base",0,Inf,3901,0.55,0.55,"243","0.55","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c244_0.6_0.55_base",0,Inf,3901,0.6,0.55,"244","0.6","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c245_0.65_0.55_base",0,Inf,3901,0.65,0.55,"245","0.65","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c246_0.7_0.55_base",0,Inf,3901,0.7,0.55,"246","0.7","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c247_0.75_0.55_base",0,Inf,3901,0.75,0.55,"247","0.75","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c248_0.8_0.55_base",0,Inf,3901,0.8,0.55,"248","0.8","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c249_0.85_0.55_base",0,Inf,3901,0.85,0.55,"249","0.85","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c250_0.9_0.55_base",0,Inf,3901,0.9,0.55,"250","0.9","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c251_0.95_0.55_base",0,Inf,3901,0.95,0.55,"251","0.95","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c252_1_0.55_base",0,Inf,3901,1,0.55,"252","1","0.55","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c253_0_0.6_base",0,Inf,3901,0,0.6,"253","0","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c254_0.05_0.6_base",0,Inf,3901,0.05,0.6,"254","0.05","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c255_0.1_0.6_base",0,Inf,3901,0.1,0.6,"255","0.1","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c256_0.15_0.6_base",0,Inf,3901,0.15,0.6,"256","0.15","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c257_0.2_0.6_base",0,Inf,3901,0.2,0.6,"257","0.2","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c258_0.25_0.6_base",0,Inf,3901,0.25,0.6,"258","0.25","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c259_0.3_0.6_base",0,Inf,3901,0.3,0.6,"259","0.3","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c260_0.35_0.6_base",0,Inf,3901,0.35,0.6,"260","0.35","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c261_0.4_0.6_base",0,Inf,3901,0.4,0.6,"261","0.4","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c262_0.45_0.6_base",0,Inf,3901,0.45,0.6,"262","0.45","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c263_0.5_0.6_base",0,Inf,3901,0.5,0.6,"263","0.5","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c264_0.55_0.6_base",0,Inf,3901,0.55,0.6,"264","0.55","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c265_0.6_0.6_base",0,Inf,3901,0.6,0.6,"265","0.6","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c266_0.65_0.6_base",0,Inf,3901,0.65,0.6,"266","0.65","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c267_0.7_0.6_base",0,Inf,3901,0.7,0.6,"267","0.7","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c268_0.75_0.6_base",0,Inf,3901,0.75,0.6,"268","0.75","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c269_0.8_0.6_base",0,Inf,3901,0.8,0.6,"269","0.8","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c270_0.85_0.6_base",0,Inf,3901,0.85,0.6,"270","0.85","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c271_0.9_0.6_base",0,Inf,3901,0.9,0.6,"271","0.9","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
