".scenario.id",".at","prevpos.retest.start","second.genps.start","part.index.prob","part.ppindex.prob","scenarioid_1","scenarioid_2","scenarioid_3","scenarioid_4","part.ident.main.prob","part.ident.casl.prob","part.ident.ooff.prob","part.hiv.test.rate_1","part.hiv.test.rate_2","part.hiv.test.rate_3","part.prep.start.prob_1","part.prep.start.prob_2","part.prep.start.prob_3","part.tx.init.rate_1","part.tx.init.rate_2","part.tx.init.rate_3","part.tx.reinit.rate_1","part.tx.reinit.rate_2","part.tx.reinit.rate_3"
"c272_0.95_0.6_base",0,Inf,3901,0.95,0.6,"272","0.95","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c273_1_0.6_base",0,Inf,3901,1,0.6,"273","1","0.6","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c274_0_0.65_base",0,Inf,3901,0,0.65,"274","0","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c275_0.05_0.65_base",0,Inf,3901,0.05,0.65,"275","0.05","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c276_0.1_0.65_base",0,Inf,3901,0.1,0.65,"276","0.1","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c277_0.15_0.65_base",0,Inf,3901,0.15,0.65,"277","0.15","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c278_0.2_0.65_base",0,Inf,3901,0.2,0.65,"278","0.2","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c279_0.25_0.65_base",0,Inf,3901,0.25,0.65,"279","0.25","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c280_0.3_0.65_base",0,Inf,3901,0.3,0.65,"280","0.3","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c281_0.35_0.65_base",0,Inf,3901,0.35,0.65,"281","0.35","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c282_0.4_0.65_base",0,Inf,3901,0.4,0.65,"282","0.4","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c283_0.45_0.65_base",0,Inf,3901,0.45,0.65,"283","0.45","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c284_0.5_0.65_base",0,Inf,3901,0.5,0.65,"284","0.5","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c285_0.55_0.65_base",0,Inf,3901,0.55,0.65,"285","0.55","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c286_0.6_0.65_base",0,Inf,3901,0.6,0.65,"286","0.6","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c287_0.65_0.65_base",0,Inf,3901,0.65,0.65,"287","0.65","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c288_0.7_0.65_base",0,Inf,3901,0.7,0.65,"288","0.7","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c289_0.75_0.65_base",0,Inf,3901,0.75,0.65,"289","0.75","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c290_0.8_0.65_base",0,Inf,3901,0.8,0.65,"290","0.8","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c291_0.85_0.65_base",0,Inf,3901,0.85,0.65,"291","0.85","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c292_0.9_0.65_base",0,Inf,3901,0.9,0.65,"292","0.9","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c293_0.95_0.65_base",0,Inf,3901,0.95,0.65,"293","0.95","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c294_1_0.65_base",0,Inf,3901,1,0.65,"294","1","0.65","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c295_0_0.7_base",0,Inf,3901,0,0.7,"295","0","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c296_0.05_0.7_base",0,Inf,3901,0.05,0.7,"296","0.05","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c297_0.1_0.7_base",0,Inf,3901,0.1,0.7,"297","0.1","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c298_0.15_0.7_base",0,Inf,3901,0.15,0.7,"298","0.15","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c299_0.2_0.7_base",0,Inf,3901,0.2,0.7,"299","0.2","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c300_0.25_0.7_base",0,Inf,3901,0.25,0.7,"300","0.25","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c301_0.3_0.7_base",0,Inf,3901,0.3,0.7,"301","0.3","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c302_0.35_0.7_base",0,Inf,3901,0.35,0.7,"302","0.35","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c303_0.4_0.7_base",0,Inf,3901,0.4,0.7,"303","0.4","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c304_0.45_0.7_base",0,Inf,3901,0.45,0.7,"304","0.45","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c305_0.5_0.7_base",0,Inf,3901,0.5,0.7,"305","0.5","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c306_0.55_0.7_base",0,Inf,3901,0.55,0.7,"306","0.55","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c307_0.6_0.7_base",0,Inf,3901,0.6,0.7,"307","0.6","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c308_0.65_0.7_base",0,Inf,3901,0.65,0.7,"308","0.65","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c309_0.7_0.7_base",0,Inf,3901,0.7,0.7,"309","0.7","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c310_0.75_0.7_base",0,Inf,3901,0.75,0.7,"310","0.75","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c311_0.8_0.7_base",0,Inf,3901,0.8,0.7,"311","0.8","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c312_0.85_0.7_base",0,Inf,3901,0.85,0.7,"312","0.85","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c313_0.9_0.7_base",0,Inf,3901,0.9,0.7,"313","0.9","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c314_0.95_0.7_base",0,Inf,3901,0.95,0.7,"314","0.95","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c315_1_0.7_base",0,Inf,3901,1,0.7,"315","1","0.7","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c316_0_0.75_base",0,Inf,3901,0,0.75,"316","0","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c317_0.05_0.75_base",0,Inf,3901,0.05,0.75,"317","0.05","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c318_0.1_0.75_base",0,Inf,3901,0.1,0.75,"318","0.1","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c319_0.15_0.75_base",0,Inf,3901,0.15,0.75,"319","0.15","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c320_0.2_0.75_base",0,Inf,3901,0.2,0.75,"320","0.2","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c321_0.25_0.75_base",0,Inf,3901,0.25,0.75,"321","0.25","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c322_0.3_0.75_base",0,Inf,3901,0.3,0.75,"322","0.3","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c323_0.35_0.75_base",0,Inf,3901,0.35,0.75,"323","0.35","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c324_0.4_0.75_base",0,Inf,3901,0.4,0.75,"324","0.4","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c325_0.45_0.75_base",0,Inf,3901,0.45,0.75,"325","0.45","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c326_0.5_0.75_base",0,Inf,3901,0.5,0.75,"326","0.5","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c327_0.55_0.75_base",0,Inf,3901,0.55,0.75,"327","0.55","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c328_0.6_0.75_base",0,Inf,3901,0.6,0.75,"328","0.6","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c329_0.65_0.75_base",0,Inf,3901,0.65,0.75,"329","0.65","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c330_0.7_0.75_base",0,Inf,3901,0.7,0.75,"330","0.7","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c331_0.75_0.75_base",0,Inf,3901,0.75,0.75,"331","0.75","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c332_0.8_0.75_base",0,Inf,3901,0.8,0.75,"332","0.8","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c333_0.85_0.75_base",0,Inf,3901,0.85,0.75,"333","0.85","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c334_0.9_0.75_base",0,Inf,3901,0.9,0.75,"334","0.9","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c335_0.95_0.75_base",0,Inf,3901,0.95,0.75,"335","0.95","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c336_1_0.75_base",0,Inf,3901,1,0.75,"336","1","0.75","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c337_0_0.8_base",0,Inf,3901,0,0.8,"337","0","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c338_0.05_0.8_base",0,Inf,3901,0.05,0.8,"338","0.05","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c339_0.1_0.8_base",0,Inf,3901,0.1,0.8,"339","0.1","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c340_0.15_0.8_base",0,Inf,3901,0.15,0.8,"340","0.15","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c341_0.2_0.8_base",0,Inf,3901,0.2,0.8,"341","0.2","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c342_0.25_0.8_base",0,Inf,3901,0.25,0.8,"342","0.25","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c343_0.3_0.8_base",0,Inf,3901,0.3,0.8,"343","0.3","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c344_0.35_0.8_base",0,Inf,3901,0.35,0.8,"344","0.35","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c345_0.4_0.8_base",0,Inf,3901,0.4,0.8,"345","0.4","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c346_0.45_0.8_base",0,Inf,3901,0.45,0.8,"346","0.45","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c347_0.5_0.8_base",0,Inf,3901,0.5,0.8,"347","0.5","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c348_0.55_0.8_base",0,Inf,3901,0.55,0.8,"348","0.55","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c349_0.6_0.8_base",0,Inf,3901,0.6,0.8,"349","0.6","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c350_0.65_0.8_base",0,Inf,3901,0.65,0.8,"350","0.65","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c351_0.7_0.8_base",0,Inf,3901,0.7,0.8,"351","0.7","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c352_0.75_0.8_base",0,Inf,3901,0.75,0.8,"352","0.75","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c353_0.8_0.8_base",0,Inf,3901,0.8,0.8,"353","0.8","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c354_0.85_0.8_base",0,Inf,3901,0.85,0.8,"354","0.85","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c355_0.9_0.8_base",0,Inf,3901,0.9,0.8,"355","0.9","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c356_0.95_0.8_base",0,Inf,3901,0.95,0.8,"356","0.95","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c357_1_0.8_base",0,Inf,3901,1,0.8,"357","1","0.8","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c358_0_0.85_base",0,Inf,3901,0,0.85,"358","0","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c359_0.05_0.85_base",0,Inf,3901,0.05,0.85,"359","0.05","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c360_0.1_0.85_base",0,Inf,3901,0.1,0.85,"360","0.1","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c361_0.15_0.85_base",0,Inf,3901,0.15,0.85,"361","0.15","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c362_0.2_0.85_base",0,Inf,3901,0.2,0.85,"362","0.2","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c363_0.25_0.85_base",0,Inf,3901,0.25,0.85,"363","0.25","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c364_0.3_0.85_base",0,Inf,3901,0.3,0.85,"364","0.3","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c365_0.35_0.85_base",0,Inf,3901,0.35,0.85,"365","0.35","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c366_0.4_0.85_base",0,Inf,3901,0.4,0.85,"366","0.4","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c367_0.45_0.85_base",0,Inf,3901,0.45,0.85,"367","0.45","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c368_0.5_0.85_base",0,Inf,3901,0.5,0.85,"368","0.5","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c369_0.55_0.85_base",0,Inf,3901,0.55,0.85,"369","0.55","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c370_0.6_0.85_base",0,Inf,3901,0.6,0.85,"370","0.6","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c371_0.65_0.85_base",0,Inf,3901,0.65,0.85,"371","0.65","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c372_0.7_0.85_base",0,Inf,3901,0.7,0.85,"372","0.7","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c373_0.75_0.85_base",0,Inf,3901,0.75,0.85,"373","0.75","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c374_0.8_0.85_base",0,Inf,3901,0.8,0.85,"374","0.8","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c375_0.85_0.85_base",0,Inf,3901,0.85,0.85,"375","0.85","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c376_0.9_0.85_base",0,Inf,3901,0.9,0.85,"376","0.9","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c377_0.95_0.85_base",0,Inf,3901,0.95,0.85,"377","0.95","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c378_1_0.85_base",0,Inf,3901,1,0.85,"378","1","0.85","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c379_0_0.9_base",0,Inf,3901,0,0.9,"379","0","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c380_0.05_0.9_base",0,Inf,3901,0.05,0.9,"380","0.05","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c381_0.1_0.9_base",0,Inf,3901,0.1,0.9,"381","0.1","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c382_0.15_0.9_base",0,Inf,3901,0.15,0.9,"382","0.15","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c383_0.2_0.9_base",0,Inf,3901,0.2,0.9,"383","0.2","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c384_0.25_0.9_base",0,Inf,3901,0.25,0.9,"384","0.25","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c385_0.3_0.9_base",0,Inf,3901,0.3,0.9,"385","0.3","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c386_0.35_0.9_base",0,Inf,3901,0.35,0.9,"386","0.35","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c387_0.4_0.9_base",0,Inf,3901,0.4,0.9,"387","0.4","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c388_0.45_0.9_base",0,Inf,3901,0.45,0.9,"388","0.45","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c389_0.5_0.9_base",0,Inf,3901,0.5,0.9,"389","0.5","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c390_0.55_0.9_base",0,Inf,3901,0.55,0.9,"390","0.55","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c391_0.6_0.9_base",0,Inf,3901,0.6,0.9,"391","0.6","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c392_0.65_0.9_base",0,Inf,3901,0.65,0.9,"392","0.65","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c393_0.7_0.9_base",0,Inf,3901,0.7,0.9,"393","0.7","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c394_0.75_0.9_base",0,Inf,3901,0.75,0.9,"394","0.75","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c395_0.8_0.9_base",0,Inf,3901,0.8,0.9,"395","0.8","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c396_0.85_0.9_base",0,Inf,3901,0.85,0.9,"396","0.85","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c397_0.9_0.9_base",0,Inf,3901,0.9,0.9,"397","0.9","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c398_0.95_0.9_base",0,Inf,3901,0.95,0.9,"398","0.95","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c399_1_0.9_base",0,Inf,3901,1,0.9,"399","1","0.9","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c400_0_0.95_base",0,Inf,3901,0,0.95,"400","0","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c401_0.05_0.95_base",0,Inf,3901,0.05,0.95,"401","0.05","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c402_0.1_0.95_base",0,Inf,3901,0.1,0.95,"402","0.1","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c403_0.15_0.95_base",0,Inf,3901,0.15,0.95,"403","0.15","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c404_0.2_0.95_base",0,Inf,3901,0.2,0.95,"404","0.2","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c405_0.25_0.95_base",0,Inf,3901,0.25,0.95,"405","0.25","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c406_0.3_0.95_base",0,Inf,3901,0.3,0.95,"406","0.3","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c407_0.35_0.95_base",0,Inf,3901,0.35,0.95,"407","0.35","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c408_0.4_0.95_base",0,Inf,3901,0.4,0.95,"408","0.4","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c409_0.45_0.95_base",0,Inf,3901,0.45,0.95,"409","0.45","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c410_0.5_0.95_base",0,Inf,3901,0.5,0.95,"410","0.5","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c411_0.55_0.95_base",0,Inf,3901,0.55,0.95,"411","0.55","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c412_0.6_0.95_base",0,Inf,3901,0.6,0.95,"412","0.6","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c413_0.65_0.95_base",0,Inf,3901,0.65,0.95,"413","0.65","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
"c414_0.7_0.95_base",0,Inf,3901,0.7,0.95,"414","0.7","0.95","base",0.157,0.08518719,0.04448852,0.394,0.394,0.394,0,0,0,0.387,0.387,0.387,0,0,0
